id,text,aspects,category
2670,Went last Thursday.,"{'term': array([''], dtype=object), 'polarity': array([''], dtype=object), 'from': array([0], dtype=int16), 'to': array([0], dtype=int16)}","{'category': array(['anecdotes/miscellaneous'], dtype=object), 'polarity': array(['neutral'], dtype=object)}"
781,I love this place more and more everytime i go.,"{'term': array([''], dtype=object), 'polarity': array([''], dtype=object), 'from': array([0], dtype=int16), 'to': array([0], dtype=int16)}","{'category': array(['anecdotes/miscellaneous'], dtype=object), 'polarity': array(['positive'], dtype=object)}"
258,I go and eat out at many different restaurants and this is one place you have go and try.,"{'term': array([''], dtype=object), 'polarity': array([''], dtype=object), 'from': array([0], dtype=int16), 'to': array([0], dtype=int16)}","{'category': array(['anecdotes/miscellaneous', 'anecdotes/miscellaneous'], dtype=object), 'polarity': array(['positive', 'positive'], dtype=object)}"
1713,"Other than being a little crowded and a bit overpriced, the atmosphere is filled with energy (and the beautiful people of course) and the food was surprising good!","{'term': array(['atmosphere', 'people', 'food'], dtype=object), 'polarity': array(['positive', 'positive', 'positive'], dtype=object), 'from': array([ 60, 112, 138], dtype=int16), 'to': array([ 70, 118, 142], dtype=int16)}","{'category': array(['food', 'ambience', 'price'], dtype=object), 'polarity': array(['positive', 'conflict', 'negative'], dtype=object)}"
946,"We only ordered desserts and drinks, but no refills were offered.","{'term': array(['desserts', 'drinks'], dtype=object), 'polarity': array(['neutral', 'neutral'], dtype=object), 'from': array([16, 29], dtype=int16), 'to': array([24, 35], dtype=int16)}","{'category': array(['service'], dtype=object), 'polarity': array(['negative'], dtype=object)}"
697,Saul is the best restaurant on Smith Street and in Brooklyn.,"{'term': array([''], dtype=object), 'polarity': array([''], dtype=object), 'from': array([0], dtype=int16), 'to': array([0], dtype=int16)}","{'category': array(['anecdotes/miscellaneous'], dtype=object), 'polarity': array(['positive'], dtype=object)}"
452,Waiters are slow but sweet.,"{'term': array(['Waiters'], dtype=object), 'polarity': array(['conflict'], dtype=object), 'from': array([0], dtype=int16), 'to': array([7], dtype=int16)}","{'category': array(['service'], dtype=object), 'polarity': array(['conflict'], dtype=object)}"
303,"I have been here a few times for dinner, once for brunch and twice for lunch.","{'term': array(['dinner', 'brunch', 'lunch'], dtype=object), 'polarity': array(['neutral', 'neutral', 'neutral'], dtype=object), 'from': array([33, 50, 71], dtype=int16), 'to': array([39, 56, 76], dtype=int16)}","{'category': array(['anecdotes/miscellaneous'], dtype=object), 'polarity': array(['neutral'], dtype=object)}"
549,We went to Ino for Valentines.,"{'term': array([''], dtype=object), 'polarity': array([''], dtype=object), 'from': array([0], dtype=int16), 'to': array([0], dtype=int16)}","{'category': array(['anecdotes/miscellaneous'], dtype=object), 'polarity': array(['neutral'], dtype=object)}"
982,"the real kicker of the menu, however, is the beef cubes or the chicken with chili and lemon grass.","{'term': array(['menu', 'beef cubes', 'chicken with chili and lemon grass'],
      dtype=object), 'polarity': array(['neutral', 'positive', 'positive'], dtype=object), 'from': array([23, 45, 63], dtype=int16), 'to': array([27, 55, 97], dtype=int16)}","{'category': array(['food'], dtype=object), 'polarity': array(['positive'], dtype=object)}"
3354,"It was good, but was not what I thought it would be.","{'term': array([''], dtype=object), 'polarity': array([''], dtype=object), 'from': array([0], dtype=int16), 'to': array([0], dtype=int16)}","{'category': array(['anecdotes/miscellaneous'], dtype=object), 'polarity': array(['conflict'], dtype=object)}"
1323,The music is the best among all the Indian restaurants I have visited.,"{'term': array(['music'], dtype=object), 'polarity': array(['positive'], dtype=object), 'from': array([4], dtype=int16), 'to': array([9], dtype=int16)}","{'category': array(['ambience'], dtype=object), 'polarity': array(['positive'], dtype=object)}"
2899,"The bread and lamb chops I had before the meal were quite good, however.","{'term': array(['bread', 'lamb chops', 'meal'], dtype=object), 'polarity': array(['positive', 'positive', 'neutral'], dtype=object), 'from': array([ 4, 14, 42], dtype=int16), 'to': array([ 9, 24, 46], dtype=int16)}","{'category': array(['food'], dtype=object), 'polarity': array(['positive'], dtype=object)}"
1831,"He always says, I don't have customers.","{'term': array([''], dtype=object), 'polarity': array([''], dtype=object), 'from': array([0], dtype=int16), 'to': array([0], dtype=int16)}","{'category': array(['anecdotes/miscellaneous'], dtype=object), 'polarity': array(['neutral'], dtype=object)}"
584,Rao's has the best service and atmosphere in NYC.,"{'term': array(['service', 'atmosphere'], dtype=object), 'polarity': array(['positive', 'positive'], dtype=object), 'from': array([19, 31], dtype=int16), 'to': array([26, 41], dtype=int16)}","{'category': array(['service', 'ambience'], dtype=object), 'polarity': array(['positive', 'positive'], dtype=object)}"
2906,instead ordered an ice cold beer which to me works with indian.,"{'term': array(['beer'], dtype=object), 'polarity': array(['positive'], dtype=object), 'from': array([28], dtype=int16), 'to': array([32], dtype=int16)}","{'category': array(['anecdotes/miscellaneous'], dtype=object), 'polarity': array(['neutral'], dtype=object)}"
3645,Good for dates or with friends.,"{'term': array([''], dtype=object), 'polarity': array([''], dtype=object), 'from': array([0], dtype=int16), 'to': array([0], dtype=int16)}","{'category': array(['anecdotes/miscellaneous'], dtype=object), 'polarity': array(['positive'], dtype=object)}"
3048,"They never brought us complimentary noodles, ignored repeated requests for sugar, and threw our dishes on the table.","{'term': array(['noodles', 'sugar', 'dishes'], dtype=object), 'polarity': array(['negative', 'negative', 'negative'], dtype=object), 'from': array([36, 75, 96], dtype=int16), 'to': array([ 43,  80, 102], dtype=int16)}","{'category': array(['service'], dtype=object), 'polarity': array(['negative'], dtype=object)}"
1322,one of the best Chicken Tikka Masala.,"{'term': array(['Chicken Tikka Masala'], dtype=object), 'polarity': array(['positive'], dtype=object), 'from': array([16], dtype=int16), 'to': array([36], dtype=int16)}","{'category': array(['food'], dtype=object), 'polarity': array(['positive'], dtype=object)}"
2089,"Excellent dumplings served amid clean, chic decor.","{'term': array(['dumplings', 'decor'], dtype=object), 'polarity': array(['positive', 'positive'], dtype=object), 'from': array([10, 44], dtype=int16), 'to': array([19, 49], dtype=int16)}","{'category': array(['food', 'ambience'], dtype=object), 'polarity': array(['positive', 'positive'], dtype=object)}"
184,"The kitchen however, is almost always slow.","{'term': array(['kitchen'], dtype=object), 'polarity': array(['negative'], dtype=object), 'from': array([4], dtype=int16), 'to': array([11], dtype=int16)}","{'category': array(['service'], dtype=object), 'polarity': array(['negative'], dtype=object)}"
3697,"The corned beef and pastrami are excellent, much less fatty than those big tourist places around Times Square.","{'term': array(['corned beef', 'pastrami'], dtype=object), 'polarity': array(['positive', 'positive'], dtype=object), 'from': array([ 4, 20], dtype=int16), 'to': array([15, 28], dtype=int16)}","{'category': array(['food'], dtype=object), 'polarity': array(['positive'], dtype=object)}"
2364,"Cute place, nice wait staff but would never go there again.","{'term': array(['wait staff', 'place'], dtype=object), 'polarity': array(['positive', 'positive'], dtype=object), 'from': array([17,  5], dtype=int16), 'to': array([27, 10], dtype=int16)}","{'category': array(['service', 'ambience'], dtype=object), 'polarity': array(['positive', 'positive'], dtype=object)}"
1573,We had a good time.,"{'term': array([''], dtype=object), 'polarity': array([''], dtype=object), 'from': array([0], dtype=int16), 'to': array([0], dtype=int16)}","{'category': array(['anecdotes/miscellaneous'], dtype=object), 'polarity': array(['positive'], dtype=object)}"
1328,"Also, the hostess called me today to thank us for coming and mentioned how she hoped that my girlfriend enjoyed her birthday - unexpected, but a truly above and beyond thing to do...","{'term': array(['hostess'], dtype=object), 'polarity': array(['positive'], dtype=object), 'from': array([10], dtype=int16), 'to': array([17], dtype=int16)}","{'category': array(['service'], dtype=object), 'polarity': array(['positive'], dtype=object)}"
3588,people are rude bit again it's new york!,"{'term': array(['people'], dtype=object), 'polarity': array(['negative'], dtype=object), 'from': array([0], dtype=int16), 'to': array([6], dtype=int16)}","{'category': array(['service'], dtype=object), 'polarity': array(['conflict'], dtype=object)}"
2082,We all felt it was worth it.,"{'term': array([''], dtype=object), 'polarity': array([''], dtype=object), 'from': array([0], dtype=int16), 'to': array([0], dtype=int16)}","{'category': array(['price'], dtype=object), 'polarity': array(['positive'], dtype=object)}"
1482,"The plain slice is great and if you get toppings, the whole slice is topped with them, not sparsely sprinkled on like some places.","{'term': array(['plain slice', 'toppings'], dtype=object), 'polarity': array(['positive', 'positive'], dtype=object), 'from': array([ 4, 40], dtype=int16), 'to': array([15, 48], dtype=int16)}","{'category': array(['food'], dtype=object), 'polarity': array(['positive'], dtype=object)}"
1372,Service was also horrible and the ambience is not that great.,"{'term': array(['Service', 'ambience'], dtype=object), 'polarity': array(['negative', 'negative'], dtype=object), 'from': array([ 0, 34], dtype=int16), 'to': array([ 7, 42], dtype=int16)}","{'category': array(['service', 'ambience'], dtype=object), 'polarity': array(['negative', 'negative'], dtype=object)}"
1602,"Service is great, takeout is good too.","{'term': array(['Service', 'takeout'], dtype=object), 'polarity': array(['positive', 'positive'], dtype=object), 'from': array([ 0, 18], dtype=int16), 'to': array([ 7, 25], dtype=int16)}","{'category': array(['food', 'service'], dtype=object), 'polarity': array(['positive', 'positive'], dtype=object)}"
873,"Based on the reviews on here, it appears that the restaurant is overwhelmed after the 7 PM.","{'term': array([''], dtype=object), 'polarity': array([''], dtype=object), 'from': array([0], dtype=int16), 'to': array([0], dtype=int16)}","{'category': array(['anecdotes/miscellaneous'], dtype=object), 'polarity': array(['neutral'], dtype=object)}"
1473,The pizza is overpriced and soggy.,"{'term': array(['pizza'], dtype=object), 'polarity': array(['negative'], dtype=object), 'from': array([4], dtype=int16), 'to': array([9], dtype=int16)}","{'category': array(['food', 'price'], dtype=object), 'polarity': array(['positive', 'positive'], dtype=object)}"
929,"Everything is excellent, the menu is quite extensive, and you eat with a view on both sides of the city.","{'term': array(['menu', 'view'], dtype=object), 'polarity': array(['positive', 'positive'], dtype=object), 'from': array([29, 73], dtype=int16), 'to': array([33, 77], dtype=int16)}","{'category': array(['food', 'ambience'], dtype=object), 'polarity': array(['positive', 'positive'], dtype=object)}"
2738,"You'll pay at least double at any other Italian restaurant in the city, and most still don't compare.","{'term': array([''], dtype=object), 'polarity': array([''], dtype=object), 'from': array([0], dtype=int16), 'to': array([0], dtype=int16)}","{'category': array(['price'], dtype=object), 'polarity': array(['positive'], dtype=object)}"
1675,"For the quality of food, a little too expensive.","{'term': array(['quality of food'], dtype=object), 'polarity': array(['negative'], dtype=object), 'from': array([8], dtype=int16), 'to': array([23], dtype=int16)}","{'category': array(['price', 'food'], dtype=object), 'polarity': array(['negative', 'negative'], dtype=object)}"
321,Came looking for this place because I heard good things.,"{'term': array([''], dtype=object), 'polarity': array([''], dtype=object), 'from': array([0], dtype=int16), 'to': array([0], dtype=int16)}","{'category': array(['anecdotes/miscellaneous'], dtype=object), 'polarity': array(['neutral'], dtype=object)}"
249,I live on the street this place is on.,"{'term': array([''], dtype=object), 'polarity': array([''], dtype=object), 'from': array([0], dtype=int16), 'to': array([0], dtype=int16)}","{'category': array(['anecdotes/miscellaneous'], dtype=object), 'polarity': array(['neutral'], dtype=object)}"
3646,Horrible.,"{'term': array([''], dtype=object), 'polarity': array([''], dtype=object), 'from': array([0], dtype=int16), 'to': array([0], dtype=int16)}","{'category': array(['anecdotes/miscellaneous'], dtype=object), 'polarity': array(['negative'], dtype=object)}"
3220,Here's to the fake fish tanks too...,"{'term': array(['fish tanks'], dtype=object), 'polarity': array(['negative'], dtype=object), 'from': array([19], dtype=int16), 'to': array([29], dtype=int16)}","{'category': array(['ambience'], dtype=object), 'polarity': array(['negative'], dtype=object)}"
2395,Its worth the wait though.,"{'term': array(['wait'], dtype=object), 'polarity': array(['conflict'], dtype=object), 'from': array([14], dtype=int16), 'to': array([18], dtype=int16)}","{'category': array(['anecdotes/miscellaneous'], dtype=object), 'polarity': array(['positive'], dtype=object)}"
2746,I've never had bad service and the fish is fresh and delicious.,"{'term': array(['service', 'fish'], dtype=object), 'polarity': array(['positive', 'positive'], dtype=object), 'from': array([19, 35], dtype=int16), 'to': array([26, 39], dtype=int16)}","{'category': array(['food', 'service'], dtype=object), 'polarity': array(['positive', 'positive'], dtype=object)}"
2718,"The first time I went, and was completely taken by the live jazz band and atmosphere, I ordered the Lobster Cobb Salad.","{'term': array(['live jazz band', 'atmosphere', 'Lobster Cobb Salad'], dtype=object), 'polarity': array(['positive', 'positive', 'neutral'], dtype=object), 'from': array([ 55,  74, 100], dtype=int16), 'to': array([ 69,  84, 118], dtype=int16)}","{'category': array(['food', 'ambience'], dtype=object), 'polarity': array(['neutral', 'positive'], dtype=object)}"
2063,we decided to eat in tea room which was small and cute.,"{'term': array(['tea room'], dtype=object), 'polarity': array(['positive'], dtype=object), 'from': array([21], dtype=int16), 'to': array([29], dtype=int16)}","{'category': array(['ambience'], dtype=object), 'polarity': array(['positive'], dtype=object)}"
2691,What an amazing meal and experience!,"{'term': array(['meal'], dtype=object), 'polarity': array(['positive'], dtype=object), 'from': array([16], dtype=int16), 'to': array([20], dtype=int16)}","{'category': array(['anecdotes/miscellaneous', 'food'], dtype=object), 'polarity': array(['positive', 'positive'], dtype=object)}"
350,Unique apppetizers.,"{'term': array(['apppetizers'], dtype=object), 'polarity': array(['positive'], dtype=object), 'from': array([7], dtype=int16), 'to': array([18], dtype=int16)}","{'category': array(['food'], dtype=object), 'polarity': array(['positive'], dtype=object)}"
2892,"The staff has always been attentive and kind, and I've always been amazed at how they've handled all the various different group sizes that come in.","{'term': array(['staff'], dtype=object), 'polarity': array(['positive'], dtype=object), 'from': array([4], dtype=int16), 'to': array([9], dtype=int16)}","{'category': array(['service'], dtype=object), 'polarity': array(['positive'], dtype=object)}"
3227,IT is the best deal in town for a Monday night dinner at a fine restaurant.,"{'term': array(['dinner'], dtype=object), 'polarity': array(['positive'], dtype=object), 'from': array([47], dtype=int16), 'to': array([53], dtype=int16)}","{'category': array(['price'], dtype=object), 'polarity': array(['positive'], dtype=object)}"
1692,Nothing special about this place.,"{'term': array([''], dtype=object), 'polarity': array([''], dtype=object), 'from': array([0], dtype=int16), 'to': array([0], dtype=int16)}","{'category': array(['anecdotes/miscellaneous'], dtype=object), 'polarity': array(['neutral'], dtype=object)}"
3684,"Also, the sandwiches (nearing $7) didn't come with anything like chips or a side.","{'term': array(['sandwiches', 'chips', 'side'], dtype=object), 'polarity': array(['negative', 'neutral', 'neutral'], dtype=object), 'from': array([10, 65, 76], dtype=int16), 'to': array([20, 70, 80], dtype=int16)}","{'category': array(['price'], dtype=object), 'polarity': array(['negative'], dtype=object)}"
3556,and never strayed.,"{'term': array([''], dtype=object), 'polarity': array([''], dtype=object), 'from': array([0], dtype=int16), 'to': array([0], dtype=int16)}","{'category': array(['anecdotes/miscellaneous'], dtype=object), 'polarity': array(['positive'], dtype=object)}"
2104,"The wait here is long for dim sum, but if you don't like sharing tables or if the typical raucous dim sum atmosphere is not your gig, this is a sleek (for Chinatown) alternative.","{'term': array(['wait', 'dim sum', 'dim sum atmosphere', 'tables'], dtype=object), 'polarity': array(['negative', 'neutral', 'neutral', 'positive'], dtype=object), 'from': array([ 4, 26, 98, 65], dtype=int16), 'to': array([  8,  33, 116,  71], dtype=int16)}","{'category': array(['ambience'], dtype=object), 'polarity': array(['positive'], dtype=object)}"
3612,Leave the kids at home!,"{'term': array([''], dtype=object), 'polarity': array([''], dtype=object), 'from': array([0], dtype=int16), 'to': array([0], dtype=int16)}","{'category': array(['anecdotes/miscellaneous'], dtype=object), 'polarity': array(['neutral'], dtype=object)}"
2037,"This place has good potential, but needs a significant amount of work before we can justify spending that much money on indian food you can get everywhere else.","{'term': array(['money', 'indian food'], dtype=object), 'polarity': array(['negative', 'neutral'], dtype=object), 'from': array([111, 120], dtype=int16), 'to': array([116, 131], dtype=int16)}","{'category': array(['anecdotes/miscellaneous', 'price', 'food'], dtype=object), 'polarity': array(['negative', 'negative', 'neutral'], dtype=object)}"
693,"Everything is always cooked to perfection, the service is excellent, the decor cool and understated.","{'term': array(['service', 'decor'], dtype=object), 'polarity': array(['positive', 'positive'], dtype=object), 'from': array([47, 73], dtype=int16), 'to': array([54, 78], dtype=int16)}","{'category': array(['food', 'service', 'ambience'], dtype=object), 'polarity': array(['positive', 'positive', 'positive'], dtype=object)}"
2634,And all of that won't break your bank!,"{'term': array([''], dtype=object), 'polarity': array([''], dtype=object), 'from': array([0], dtype=int16), 'to': array([0], dtype=int16)}","{'category': array(['price'], dtype=object), 'polarity': array(['positive'], dtype=object)}"
3184,The Thai food is good.,"{'term': array(['Thai food'], dtype=object), 'polarity': array(['positive'], dtype=object), 'from': array([4], dtype=int16), 'to': array([13], dtype=int16)}","{'category': array(['food'], dtype=object), 'polarity': array(['positive'], dtype=object)}"
2752,Just moved to the neighborhood and we've been trying all the West Village Sushi restaurants.,"{'term': array([''], dtype=object), 'polarity': array([''], dtype=object), 'from': array([0], dtype=int16), 'to': array([0], dtype=int16)}","{'category': array(['anecdotes/miscellaneous'], dtype=object), 'polarity': array(['neutral'], dtype=object)}"
519,"Great selection of wine, and seafood.","{'term': array(['selection of wine', 'seafood'], dtype=object), 'polarity': array(['positive', 'positive'], dtype=object), 'from': array([ 6, 29], dtype=int16), 'to': array([23, 36], dtype=int16)}","{'category': array(['food'], dtype=object), 'polarity': array(['positive'], dtype=object)}"
2369,delicious.,"{'term': array([''], dtype=object), 'polarity': array([''], dtype=object), 'from': array([0], dtype=int16), 'to': array([0], dtype=int16)}","{'category': array(['food'], dtype=object), 'polarity': array(['positive'], dtype=object)}"
379,Acceptable prices.,"{'term': array(['prices'], dtype=object), 'polarity': array(['positive'], dtype=object), 'from': array([11], dtype=int16), 'to': array([17], dtype=int16)}","{'category': array(['price'], dtype=object), 'polarity': array(['positive'], dtype=object)}"
726,Big thumbs up!,"{'term': array([''], dtype=object), 'polarity': array([''], dtype=object), 'from': array([0], dtype=int16), 'to': array([0], dtype=int16)}","{'category': array(['anecdotes/miscellaneous'], dtype=object), 'polarity': array(['positive'], dtype=object)}"
3005,we were seated at the sushi bar in front of yasuda.,"{'term': array(['sushi bar'], dtype=object), 'polarity': array(['neutral'], dtype=object), 'from': array([22], dtype=int16), 'to': array([31], dtype=int16)}","{'category': array(['anecdotes/miscellaneous'], dtype=object), 'polarity': array(['neutral'], dtype=object)}"
3490,We have lived in Chelsea for two years and have never noticed this restaurant.,"{'term': array([''], dtype=object), 'polarity': array([''], dtype=object), 'from': array([0], dtype=int16), 'to': array([0], dtype=int16)}","{'category': array(['anecdotes/miscellaneous'], dtype=object), 'polarity': array(['neutral'], dtype=object)}"
3035,"As I made the title, it's an affordable restaurant for great taste.","{'term': array(['taste'], dtype=object), 'polarity': array(['positive'], dtype=object), 'from': array([61], dtype=int16), 'to': array([66], dtype=int16)}","{'category': array(['food', 'price'], dtype=object), 'polarity': array(['positive', 'positive'], dtype=object)}"
1068,They even scoop it out nice (for those on a diet) not too much not to little.,"{'term': array([''], dtype=object), 'polarity': array([''], dtype=object), 'from': array([0], dtype=int16), 'to': array([0], dtype=int16)}","{'category': array(['service'], dtype=object), 'polarity': array(['positive'], dtype=object)}"
2233,Definitely not worth the price!,"{'term': array(['price'], dtype=object), 'polarity': array(['negative'], dtype=object), 'from': array([25], dtype=int16), 'to': array([30], dtype=int16)}","{'category': array(['price'], dtype=object), 'polarity': array(['negative'], dtype=object)}"
905,"Orsay, is a very pleasnt throw back to traditional French food, and French service as well.","{'term': array(['French food', 'service'], dtype=object), 'polarity': array(['positive', 'positive'], dtype=object), 'from': array([51, 75], dtype=int16), 'to': array([62, 82], dtype=int16)}","{'category': array(['food', 'service'], dtype=object), 'polarity': array(['positive', 'positive'], dtype=object)}"
2965,It's easy to get a table for a large group and you don't get hustled out.,"{'term': array(['table'], dtype=object), 'polarity': array(['positive'], dtype=object), 'from': array([19], dtype=int16), 'to': array([24], dtype=int16)}","{'category': array(['service'], dtype=object), 'polarity': array(['positive'], dtype=object)}"
2405,Great food at reasonable prices.,"{'term': array(['food', 'prices'], dtype=object), 'polarity': array(['positive', 'positive'], dtype=object), 'from': array([ 6, 25], dtype=int16), 'to': array([10, 31], dtype=int16)}","{'category': array(['food', 'price'], dtype=object), 'polarity': array(['positive', 'positive'], dtype=object)}"
1730,Salads are a delicious way to begin the meal.,"{'term': array(['Salads', 'meal'], dtype=object), 'polarity': array(['positive', 'positive'], dtype=object), 'from': array([ 0, 40], dtype=int16), 'to': array([ 6, 44], dtype=int16)}","{'category': array(['food'], dtype=object), 'polarity': array(['positive'], dtype=object)}"
1120,"I ordered tamarind duck and my wife ordered noodles with ground beef, and we were both delighted by the way the dishes evoked Thai flavors in unexpected ways.","{'term': array(['tamarind duck', 'noodles with ground beef', 'dishes',
       'Thai flavors'], dtype=object), 'polarity': array(['positive', 'positive', 'positive', 'positive'], dtype=object), 'from': array([ 10,  44, 112, 126], dtype=int16), 'to': array([ 23,  68, 118, 138], dtype=int16)}","{'category': array(['food'], dtype=object), 'polarity': array(['positive'], dtype=object)}"
1193,That's why you have to pay more for that.,"{'term': array([''], dtype=object), 'polarity': array([''], dtype=object), 'from': array([0], dtype=int16), 'to': array([0], dtype=int16)}","{'category': array(['anecdotes/miscellaneous'], dtype=object), 'polarity': array(['neutral'], dtype=object)}"
3314,If you've ever been along the river in Weehawken you have an idea of the top of view the chart house has to offer.,"{'term': array(['view'], dtype=object), 'polarity': array(['positive'], dtype=object), 'from': array([80], dtype=int16), 'to': array([84], dtype=int16)}","{'category': array(['anecdotes/miscellaneous', 'ambience'], dtype=object), 'polarity': array(['neutral', 'positive'], dtype=object)}"
1889,I loved it.,"{'term': array([''], dtype=object), 'polarity': array([''], dtype=object), 'from': array([0], dtype=int16), 'to': array([0], dtype=int16)}","{'category': array(['anecdotes/miscellaneous'], dtype=object), 'polarity': array(['positive'], dtype=object)}"
2286,"They're are better Taiwanese restaurants and they are located in Flushing, Queens.","{'term': array([''], dtype=object), 'polarity': array([''], dtype=object), 'from': array([0], dtype=int16), 'to': array([0], dtype=int16)}","{'category': array(['anecdotes/miscellaneous'], dtype=object), 'polarity': array(['neutral'], dtype=object)}"
3516,The prices are about $9 for an entree for dinner and even less for lunch.,"{'term': array(['prices', 'entree', 'dinner', 'lunch'], dtype=object), 'polarity': array(['positive', 'positive', 'neutral', 'positive'], dtype=object), 'from': array([ 4, 31, 42, 67], dtype=int16), 'to': array([10, 37, 48, 72], dtype=int16)}","{'category': array(['price'], dtype=object), 'polarity': array(['positive'], dtype=object)}"
2799,and you can't beat the prices.,"{'term': array(['prices'], dtype=object), 'polarity': array(['positive'], dtype=object), 'from': array([23], dtype=int16), 'to': array([29], dtype=int16)}","{'category': array(['price'], dtype=object), 'polarity': array(['positive'], dtype=object)}"
1126,but I wouldn't wanna live there.,"{'term': array([''], dtype=object), 'polarity': array([''], dtype=object), 'from': array([0], dtype=int16), 'to': array([0], dtype=int16)}","{'category': array(['anecdotes/miscellaneous'], dtype=object), 'polarity': array(['neutral'], dtype=object)}"
1783,Arigato Gozimas Yuka!,"{'term': array([''], dtype=object), 'polarity': array([''], dtype=object), 'from': array([0], dtype=int16), 'to': array([0], dtype=int16)}","{'category': array(['anecdotes/miscellaneous'], dtype=object), 'polarity': array(['neutral'], dtype=object)}"
1668,Should you happen to be impressed by the cuisine definitely try it.,"{'term': array(['cuisine'], dtype=object), 'polarity': array(['positive'], dtype=object), 'from': array([41], dtype=int16), 'to': array([48], dtype=int16)}","{'category': array(['food'], dtype=object), 'polarity': array(['positive'], dtype=object)}"
3264,"I had the black cod with yuzu sauce, which was wonderful.","{'term': array(['black cod with yuzu sauce'], dtype=object), 'polarity': array(['positive'], dtype=object), 'from': array([10], dtype=int16), 'to': array([35], dtype=int16)}","{'category': array(['food'], dtype=object), 'polarity': array(['positive'], dtype=object)}"
2922,Prices too high for this cramped and unappealing resturant.,"{'term': array(['Prices'], dtype=object), 'polarity': array(['negative'], dtype=object), 'from': array([0], dtype=int16), 'to': array([6], dtype=int16)}","{'category': array(['price', 'ambience'], dtype=object), 'polarity': array(['negative', 'negative'], dtype=object)}"
2506,Tuk Tuk is one of the rare choices for me to go in Brooklyn.,"{'term': array([''], dtype=object), 'polarity': array([''], dtype=object), 'from': array([0], dtype=int16), 'to': array([0], dtype=int16)}","{'category': array(['anecdotes/miscellaneous'], dtype=object), 'polarity': array(['positive'], dtype=object)}"
2641,This quiet dark asian bistro is well worth the trip.,"{'term': array([''], dtype=object), 'polarity': array([''], dtype=object), 'from': array([0], dtype=int16), 'to': array([0], dtype=int16)}","{'category': array(['anecdotes/miscellaneous'], dtype=object), 'polarity': array(['positive'], dtype=object)}"
497,I knew upon visiting NYC that I wanted to try an orginal deli.,"{'term': array([''], dtype=object), 'polarity': array([''], dtype=object), 'from': array([0], dtype=int16), 'to': array([0], dtype=int16)}","{'category': array(['anecdotes/miscellaneous'], dtype=object), 'polarity': array(['neutral'], dtype=object)}"
422,I would highly recommend this place!,"{'term': array([''], dtype=object), 'polarity': array([''], dtype=object), 'from': array([0], dtype=int16), 'to': array([0], dtype=int16)}","{'category': array(['anecdotes/miscellaneous'], dtype=object), 'polarity': array(['positive'], dtype=object)}"
1357,Total hipster-wannabe attitude in an otherwise sweet spot.,"{'term': array(['spot'], dtype=object), 'polarity': array(['positive'], dtype=object), 'from': array([53], dtype=int16), 'to': array([57], dtype=int16)}","{'category': array(['service', 'ambience'], dtype=object), 'polarity': array(['negative', 'positive'], dtype=object)}"
1670,"Yes, there might be a wait if you have no reservations.","{'term': array(['wait', 'reservations'], dtype=object), 'polarity': array(['negative', 'neutral'], dtype=object), 'from': array([22, 42], dtype=int16), 'to': array([26, 54], dtype=int16)}","{'category': array(['service'], dtype=object), 'polarity': array(['negative'], dtype=object)}"
122,Thank You Emilio.,"{'term': array([''], dtype=object), 'polarity': array([''], dtype=object), 'from': array([0], dtype=int16), 'to': array([0], dtype=int16)}","{'category': array(['anecdotes/miscellaneous'], dtype=object), 'polarity': array(['positive'], dtype=object)}"
2054,First of all Dal Bukhara Rocks.,"{'term': array([''], dtype=object), 'polarity': array([''], dtype=object), 'from': array([0], dtype=int16), 'to': array([0], dtype=int16)}","{'category': array(['anecdotes/miscellaneous'], dtype=object), 'polarity': array(['positive'], dtype=object)}"
189,"Everything, from the soft bread, soggy salad, and 50 minute wait time, with an incredibly rude service to deliver below average food.","{'term': array(['bread', 'salad', 'service', 'food', 'wait'], dtype=object), 'polarity': array(['negative', 'negative', 'negative', 'negative', 'negative'],
      dtype=object), 'from': array([ 26,  39,  95, 128,  60], dtype=int16), 'to': array([ 31,  44, 102, 132,  64], dtype=int16)}","{'category': array(['food', 'service'], dtype=object), 'polarity': array(['negative', 'negative'], dtype=object)}"
1941,- i asked for them spicy and they were delicious).,"{'term': array([''], dtype=object), 'polarity': array([''], dtype=object), 'from': array([0], dtype=int16), 'to': array([0], dtype=int16)}","{'category': array(['food'], dtype=object), 'polarity': array(['positive'], dtype=object)}"
1410,"It is terrific, as is the value.","{'term': array([''], dtype=object), 'polarity': array([''], dtype=object), 'from': array([0], dtype=int16), 'to': array([0], dtype=int16)}","{'category': array(['food', 'price'], dtype=object), 'polarity': array(['positive', 'positive'], dtype=object)}"
1488,The sicilian is my favorite it is moist not dry like most places but all their pizza is great!,"{'term': array(['pizza', 'sicilian'], dtype=object), 'polarity': array(['positive', 'positive'], dtype=object), 'from': array([79,  4], dtype=int16), 'to': array([84, 12], dtype=int16)}","{'category': array(['food'], dtype=object), 'polarity': array(['positive'], dtype=object)}"
2190,Downstairs lounge is always a good attraction,"{'term': array(['Downstairs lounge'], dtype=object), 'polarity': array(['positive'], dtype=object), 'from': array([0], dtype=int16), 'to': array([17], dtype=int16)}","{'category': array(['ambience'], dtype=object), 'polarity': array(['positive'], dtype=object)}"
